product_id,quantity,wholesale_cost,sale_price,supplier_id
1VDJY9A5THVQ,2339,127.48,157.06,CSHVWCVS
QKFV0QYJE1BF,4117,410.14,502.01,CTFXTWQS
JF7W05PKROKQ,1257,125.82,215.15,JIJDDUGP
GOQWR4MYESUX,1533,151.69,277.74,ATIYQLFO
1IWZ11PB6TZM,3260,433.33,492.26,VUSXKAXV
WQAJYT4G998W,6348,399.41,618.69,ZTMTJEEV
QOOQ7JJX15UM,6897,386.16,594.69,IAPTPXRG
5LC8IXV5O9K9,3599,426.46,606,YBLQUPLJ
3F55NPZO6QOK,4867,383.54,583.75,DIOODVJT
L4NOQX5G705N,95,2.89,4.43,VPBYBMZO
FHS51HBE3TBC,7276,411.49,461.28,KAZNRHOQ
WU2B0RTD8Y7R,4144,392.76,501.95,IERMSETS
6DDYSEJ4PPDZ,598,38.73,66.19,WVULNKET
NXJ356VX031O,2380,108.91,147.25,PNSBHHQC
YXPHZZ99BXTE,5161,416.91,737.51,KAZNRHOQ
TV9KKKAS77EZ,2154,124.17,145.15,PNSBHHQC
P6DKYZ9VSREZ,953,42.9,62.98,CSHVWCVS
6GC3M6FORXX0,7392,410.14,552.87,XOMETHSI
3JWFWGYI0ILW,6840,406.1,621.33,PRLYBGUJ
AKSAFK8LAXQ7,6726,355.12,574.23,XSKZJJQD
GO7PD8N187C4,2406,129.99,162.1,KXQSFXGU
6YH08PWHUX8P,6717,429.2,502.59,PNSBHHQC
21WP78M9PK4X,3939,443.03,741.63,JIJDDUGP
05ZKES8USEBT,7209,431.95,602.57,QJROTDDG
B7AQ9G0FLMDR,90,2.22,3.89,LCEICZHA
WA3Q28YZQ26V,2232,119.26,138.58,CTFXTWQS
FZSKQ1D6QCGG,7802,407.45,739.52,ERWYQEFD
KHIWGXKV03YS,1754,123.34,165.77,HTMEYJGD
RQX880KCB73M,4141,445.82,547.02,ATIYQLFO
PYNFKULNKKJO,160,9.37,17.13,VUSXKAXV
4M7B43I40H69,3859,422.35,579.89,BBQSKMFV
H6T5COCMG9MM,4168,357.67,488.22,HTMEYJGD
JAHWDJ4BCQLN,4218,387.48,668.79,YBYEDEMS
PFV6E82CHABZ,6245,398.08,465.75,LNATWXJQ
M8MBIHKQ65JZ,4882,427.83,489.44,QJROTDDG
886M3MMPN0FB,1362,97.45,175.8,WWCZYPOB
BASFNUH4B3IB,5524,367.93,650.13,WWCZYPOB
OWYCFKCL1OD3,4189,390.12,478.68,YBYEDEMS
G7JH8FQAQHQR,2791,131.68,170.66,KXQSFXGU
YFZHJXQGFFFD,4961,429.2,710.76,VUSXKAXV
62BRT1ELZU9S,6811,337.51,523.82,BBOCISZO
JXUEGR3VPATR,7139,414.2,543.84,VKLEQAJE
6B6LWUA4I5HS,3990,394.09,569.46,ZHFQYWFQ
RG42ZH27EF60,5938,425.09,730.3,AUTOSHQL
NCRDTKRM6MK8,6551,412.84,594.9,ZHFQYWFQ
FAJT8UNE1KNP,3982,358.94,572.15,KAZNRHOQ
VTCG2XPT35JD,4645,416.91,785.46,AJSDIZRT
IPAMJ5ANI3HE,5073,403.42,561.16,QQCBOMWH
L8YXIPL060U7,4864,420.99,484.14,AUTOSHQL
L4Z3ESFMS72L,985,39.75,74.01,LCEICZHA
HLVDG3A03KCM,2838,128.32,170.67,DIOODVJT
GPLVXI7CXZHZ,4538,436.09,688.59,JIJDDUGP
QN5ZEBIIPT2Q,4492,353.85,565.45,SFOXXTCL
M47LD1ISZ5Y8,2923,125.82,166.33,LNATWXJQ
1ASZK4I9834C,4131,425.09,766.44,BKRQNHKS
ZBTNAS87VFFZ,1560,113.64,129.1,BKRQNHKS
U5REIET1STTY,5704,422.35,731.51,MUEMWTNI
8V2F63Q1DPPS,698,29.54,42.42,LCEICZHA
H36H5C3O7N2L,5125,390.12,444.74,IOPFXRDQ
YF80V7YBDERC,7538,423.72,757.19,CSHVWCVS
YAGII6YWQMJN,3341,441.64,566.62,ATIYQLFO
E5Z794PL7TD4,5545,338.76,380.43,JIJDDUGP
7HL96W9SU2MB,7331,425.09,684.39,ZHFQYWFQ
OWGSEH9UFMHZ,3226,378.3,616.25,DJQYZRPE
G84N2TA713N7,1426,141.98,184.57,QICGFEEE
R2VXL6HMJPQZ,244,13.04,21.66,RFEYLOJW
RUICZ1Y1VK1V,5834,375.7,712.33,UFBNXRKI
C9SLSHZA24KG,2481,116.04,178.93,LCEICZHA
W475GBK06JF3,294,9.66,15.86,FCPHOUWX
YUDN8RMPAOR5,6692,414.2,662.31,HTMEYJGD
6L479GEDG02J,907,50.04,93.07,QJROTDDG
TRS6US0KZHPP,7809,388.8,460.73,DTDPPKQM
HR97I1JVY41Q,3780,437.48,670.66,WVULNKET
26W5DT0N0NVW,6994,373.1,686.5,ZTMTJEEV
VNU6FFYQUPV7,6636,374.4,606.53,AUTOSHQL
M0N66WKMY6MO,537,40.79,67.1,QQCBOMWH
3F0IZ5CFZYVW,2177,139.37,205.15,YBLQUPLJ
YNIE32KPY5E4,5180,395.42,499.42,VUSXKAXV
CPJVR302M7G1,1433,118.45,191.53,ATIYQLFO
5DQ1G32ZH9IK,2854,152.59,248.57,SFOXXTCL
68SFSBYZZIUT,7570,427.83,597.68,WVULNKET
N0MTLG51S1DY,5680,370.51,483.15,VPBYBMZO
YYY7GFEIGBLS,5719,422.35,486.12,DTDPPKQM
2SLOLFFNYUZT,2574,129.16,241.92,KAZNRHOQ
JATW2YGLANH1,5034,434.71,683.36,CSHVWCVS
NXDNDZUBS29Z,157,13.37,19.73,ZHFQYWFQ
ZUJ9O53YVP8C,6263,412.84,600.68,BBQSKMFV
F6A9N7NJQZ9Q,685,34.25,53.36,AUTOSHQL
GW791KQ55N8J,5330,447.22,551.87,VUSXKAXV
O8IEQDY9EU23,926,39.75,47.78,DTDPPKQM
93PW83DLEJVH,5176,457.04,822.67,PRLYBGUJ
8QNAMUX55YWC,7879,375.7,565.8,ERWYQEFD
LQXLHTU8FBMV,3316,418.27,460.93,DTDPPKQM
EB9ZBRFHDFQT,4628,431.95,596.52,EIQYQCNU
Y0WADWB0P4MG,5780,399.41,496.87,PRLYBGUJ
0953K2EFE875,5127,383.54,669.66,ERWYQEFD
2G4VLEWDYYFB,1404,126.65,226.32,RFEYLOJW
JE2YJAYB9ITQ,5840,437.48,520.6,BKRQNHKS
W04XPJ2L2E0M,4071,380.92,691.37,DTDPPKQM
AV0L3MGWJDYC,900,38.22,59.36,CSHVWCVS
RWZ45QRBW3FO,7079,407.45,587.95,AUTOSHQL
K877EH385IG5,2130,146.36,259.64,KAZNRHOQ
59JBE8Y9ZEM6,5770,373.1,552.56,YBYEDEMS
1Q313DSWQY5Z,2866,132.53,244.39,FCPHOUWX
K04CX99VCAXI,6658,336.27,429.75,AJSDIZRT
EY5ATSOU3YJ6,2579,120.89,150.15,PRLYBGUJ
STTQJD4TCIW3,5211,422.35,734.47,DTDPPKQM
HBZY6XQSAZV4,4164,427.83,781.22,BKRQNHKS
BNR81A15UR9H,4974,429.2,565.69,DJQYZRPE
B6P796QRV5Y4,2959,115.23,191.63,BBOCISZO
GQGLORDEU0YK,3871,387.48,670.34,IAPTPXRG
IMZ3UFOLSYYL,5400,427.83,782.93,IOPFXRDQ
01DWMOTT6XAT,5777,427.83,605.81,KQVBXTHK
ABG5UQSASNMA,3793,455.63,847.02,JIJDDUGP
IOT9S6H4YHOZ,492,38.73,63.59,MUEMWTNI
OA6A0I27O3HF,3822,378.3,623.06,LCEICZHA
DBL8QP6AHG5A,2961,112.85,193.99,XYNIWUEL
2D3W21YK92UF,7606,433.33,538.63,SFOXXTCL
6YA60AYM513I,5296,403.42,695.09,MUEMWTNI
AABHND6HHSE7,6684,398.08,706.99,IAPTPXRG
Z5MEUH25GZFF,3293,369.22,644.66,LCEICZHA
NSA50KR2HMKI,5671,416.91,784.21,BKRQNHKS
BCIKH9YKV1FM,4420,364.07,581.06,PRLYBGUJ
4O7DXNZL2OVU,2172,116.84,165.33,IERMSETS
N7L1QRDB0N6A,5497,412.84,774.49,SFOXXTCL
I9CKQ8J7MM5K,6305,433.33,596.26,MUEMWTNI
VYLTTX3GPKZH,5193,437.48,801.03,LNATWXJQ
39UDSV2KLDW0,2592,107.35,168.54,VPBYBMZO
PXF3ZYB9NMPA,1860,120.89,212.77,DIOODVJT
N2FLXL884LG8,7736,426.46,614.53,BBOCISZO
KHEHSVZANOA0,7634,325.16,610.98,XDMCCJBD
EJJXQT6T4VGD,2836,123.34,175.64,YBLQUPLJ
0ML1OKQGPF3I,5875,419.63,659.24,DIOODVJT
9JB9Q88XINF4,1481,116.04,195.76,EIQYQCNU
URXTJQS7E8GB,1983,116.04,152.82,FCPHOUWX
COVX1QJM2Z4W,6692,402.08,579,AUTOSHQL
WHZRL7F192N7,7343,427.83,534.79,DIOODVJT
BKIDUEZ9H22J,1752,118.45,196.86,JIJDDUGP
RMGP0F215221,2463,129.99,194.34,VUSXKAXV
PE2FRSUI5D4V,2716,130.84,193.25,ZHFQYWFQ
0P6AYPB0OSTW,3403,406.1,729.76,BBOCISZO
5L4LF08A9IEN,1933,106.58,151.66,KQVBXTHK
73VMY43YES7I,4925,438.86,604.31,EIQYQCNU
OAL5LKTUBQUC,240,13.7,25.71,VKLEQAJE
RO6QO07HPQSW,963,49.48,54.92,VPBYBMZO
CQVADOFZPAUR,396,11.76,21.79,BKRQNHKS
HRCY7Y4FYMVQ,5494,403.42,540.18,JIJDDUGP
8BRQNMWBEPHF,5006,414.2,602.66,LCEICZHA
V5VEPL7FZXXF,3777,411.49,525.88,NLLSGGGT
XQD5DJ0GCI8Q,6418,429.2,689.3,XSKZJJQD
0RXK9H1D6QPT,5675,395.42,615.27,XYNIWUEL
BUGE3V8WJ0WM,148,9.09,15.07,CSHVWCVS
WSURYYOT2IHZ,2522,159.84,286.11,DTDPPKQM
KESQ3NLVO500,2964,128.32,193.25,YBLQUPLJ
VQFEZBZERZJ5,2692,116.04,174.76,BBQSKMFV
1XXIUI0C3VF4,1485,112.05,193.51,VKLEQAJE
0WG6Q8DOT5UC,7060,377,695.19,HTMEYJGD
S5S4ULCH940I,1093,41.84,52.3,LCEICZHA
WDTT5W2O0EZS,6350,351.32,415.96,IERMSETS
LUZ1CXLHBXXE,6991,403.42,702.35,QQCBOMWH
4WEJYUWR7ZJO,573,42.9,54.31,ATIYQLFO
XK7SJ1WDA990,4680,382.22,523.64,GXQJCXOG
MXYCYQ8DCYPX,7586,395.42,455.92,KQVBXTHK
94LS9G1CX15L,4594,377,687.65,RFEYLOJW
ME2OK26FWQO7,4822,388.8,445.56,DIOODVJT
NCBQI9QYOEE6,5869,395.42,619.62,KAZNRHOQ
DTSSMXB6D0W9,6441,418.27,758.74,QQCBOMWH
7Q3OPA86MS8T,622,35.71,51.1,VUSXKAXV
21RPSO3DCJ7E,1955,112.05,212.67,IOPFXRDQ
29MXLBJFSE5H,667,46.69,77.93,EIQYQCNU
QUCOM6Q2EE0P,5708,384.85,626.15,CTFXTWQS
RAXFOKM0PAUP,6764,440.25,524.34,JIJDDUGP
1Z0NXXTYR696,2354,140.24,242.33,AUTOSHQL
VAZWXI1AHW62,3021,415.55,501.57,KQVBXTHK
2TO5VDJ9FHH0,227,17.19,28.76,KAZNRHOQ
IAPR73H8HCLE,3847,382.22,691.44,IERMSETS
G4N1IITFPX9R,5114,378.3,579.93,DIOODVJT
UY65CWT7VFDI,6458,394.09,592.71,PHWMWYIY
Q7ABK2CFMAMB,4081,437.48,648.35,QJROTDDG
F3MCJ1E7PLMK,7373,403.42,674.52,BBOCISZO
B6HKU0TBSUTB,7475,371.8,697.87,IERMSETS
YS5WE3HCXQW0,1669,131.68,146.95,VKLEQAJE
HDERIQE19JFC,3239,451.42,703.31,VPBYBMZO
TAIFTI7WMFUA,7116,396.75,579.65,MUEMWTNI
76PJBDUQ5MF2,3496,434.71,572.51,AJSDIZRT
ZGZSRBGYUM3P,2126,145.48,256.04,KXQSFXGU
4QYAK3WXJTVI,5683,408.79,712.52,IOPFXRDQ
G6TTSN2WEZCI,7248,407.45,705.7,QICGFEEE
73OHVMGL1BPQ,6492,379.61,634.33,WWCZYPOB
4UEQ9T9626IG,5146,374.4,649.96,UFBNXRKI
R0P9IWW061R0,5283,342.51,396.63,KXQSFXGU
FEDFA3AVMTHQ,7226,382.22,517.14,FCPHOUWX
VD69J386PQ0H,6891,436.09,754.87,PNSBHHQC
62MJD49RUJEY,6960,425.09,805.55,AJSDIZRT
ITC12RPC3LAE,6133,394.09,627.39,NLLSGGGT
XKZE5UXR0IFY,7740,422.35,569.75,PHWMWYIY
O3NMM4DO23Y9,717,33.76,52.29,XSKZJJQD
RKJ2YH6MYP3R,6628,427.83,569.01,VPBYBMZO
FE4ETHOWVV61,2093,115.23,183.33,ZHFQYWFQ
4YLIZR3LFXDG,2182,124.99,212.86,KAZNRHOQ
SCOBOG94NGSV,6710,398.08,517.9,XYNIWUEL
05Q9LGZT0RN0,7549,433.33,568.96,IERMSETS
B3VOEEQPT3TG,4902,340.01,633.44,ATIYQLFO
C9GIN2HHU7XU,4087,433.33,790.39,LCEICZHA
LJDND3O0P3DC,1156,140.24,223.26,KXQSFXGU
J3E1V3E3JDOD,6740,402.08,557.68,ERWYQEFD
0GS7KYJZAA4J,783,41.31,60.52,VPBYBMZO
1XP4IISD1ILP,3006,395.42,674.19,BKRQNHKS
KMYCTGFDQ5GG,1721,124.99,150.36,BBOCISZO
4Z05H42XXJVU,4468,452.82,532.52,QJROTDDG
S8GJS2X3XTFX,6796,423.72,642.78,PHWMWYIY
R5Y7OCD7E9ZE,3940,403.42,508.71,DTDPPKQM
J3MNZL1BWD9R,4322,437.48,820.28,PHWMWYIY
BFA5L58OO89Z,5854,386.16,697.4,XDMCCJBD
UWISK69BLDU9,7086,420.99,576.34,JIJDDUGP
7HNF8ZQAW0AG,6690,347.53,516.43,HTMEYJGD
YDPNDCB7TWKE,662,42.9,68.51,VKLEQAJE
D05H44CIOU1B,3326,396.75,687.57,HTMEYJGD
RMJ0LS98EQ0L,77,3.43,3.85,YBYEDEMS
YUYRO33BY78B,3464,345.02,483.72,SFOXXTCL
YOC1BDFG3634,5721,396.75,590.76,AJSDIZRT
MJLPJQSCPNE8,5081,375.7,443.33,WVULNKET
I6INX1IROS5O,7863,406.1,597.78,WWCZYPOB
L152C8EHSZ36,3580,412.84,717.52,KQVBXTHK
1UWJKWFZAP73,3423,365.35,511.86,VPBYBMZO
WKL9Z67FSAJW,6544,370.51,620.23,CTFXTWQS
TMFU0XXSC8A8,6754,378.3,484.22,SFOXXTCL
RPDQ9T709ZGG,4082,430.58,706.15,MUEMWTNI
VCZ4IGLK5NZC,773,28.18,52.75,UFBNXRKI
AC1CW2Q661YT,5989,481.27,593.41,IERMSETS
00HQC25CEVD3,363,13.04,24.48,BBQSKMFV
YS11KUO8GPT2,2862,127.48,239.53,LNATWXJQ
UTJ0V9W2G32V,1466,131.68,150.91,SFOXXTCL
NV6NDUGXU963,2942,130.84,195.21,IOPFXRDQ
WCSXY4IGXIB0,1935,106.58,149.74,RFEYLOJW
NH8FZYZCDMHU,4468,433.33,522.6,XDMCCJBD
ISGMQMI4CVQT,4183,412.84,727.01,YBLQUPLJ
J4B3JRQJN4MI,1680,143.72,193.73,IERMSETS
3BVIWX38C1T5,4236,380.92,465.48,QJROTDDG
NYQCYY432TJF,1016,41.31,74.81,KAZNRHOQ
2LC50MWBS9J8,3900,380.92,499.39,QJROTDDG
BFDV9IZCIM7L,3194,410.14,518.42,AJSDIZRT
DDGDLXMB1GWB,1599,130.84,159.76,JIJDDUGP
O0PIFKLOQ6E9,4723,380.92,495.96,JIJDDUGP
321RPL6I58VE,2260,137.65,214.87,HTMEYJGD
M8KROHRXNGEU,4201,416.91,480.28,VKLEQAJE
UKPI416I4TIY,7460,386.16,670.37,GXQJCXOG
1HUULDANMPTQ,7407,418.27,609.84,NLLSGGGT
X9S1REMI4CZ0,6503,360.22,590.76,WVULNKET
GKJF3HTHFVTP,7839,375.7,649.96,XSKZJJQD
Y6FE1B9RMEUA,1730,142.85,183.99,PNSBHHQC
XD2Z3TZXT7L1,1324,146.36,264.47,VKLEQAJE
3BI3A17SJTLZ,1435,116.84,216.04,IOPFXRDQ
FHWV060BNTJG,4633,441.64,663.78,LCEICZHA
LBCJD5A4HY6C,925,39.75,73.3,ZTMTJEEV
0CBBRELFETVL,563,38.73,71.22,YBLQUPLJ
033F7VHTTU4C,3978,398.08,748.79,VUSXKAXV
5QQJO0L4I3NN,1370,120.89,133.58,ERWYQEFD
OZYH3SMI77XH,7612,437.48,545.1,WVULNKET
VE9TML511CH7,2030,97.45,140.72,CSHVWCVS
ZOBCRQ4K6Z7K,3304,380.92,466.25,ZHFQYWFQ
VWD2YOESHSSL,614,30.46,50.65,WWCZYPOB
DKZJ9XA8OHBP,621,41.31,56.18,KQVBXTHK
RIT5CKD5MASD,4516,387.48,464.98,GXQJCXOG
7RVV952OIY26,5847,392.76,487.81,GXQJCXOG
LA2LQ3V5B118,4832,369.22,497.34,ZTMTJEEV
REWNRP9DXSXY,6161,400.75,615.15,VKLEQAJE
KMY23EHHXICM,7374,445.82,800.25,XSKZJJQD
3OPC1XA6EG4E,517,38.22,66.01,KQVBXTHK
SEG1QYQS4M7T,241,11.45,14.32,QICGFEEE
U15G3S8SZCE6,3581,390.12,525.88,YBLQUPLJ
I1VIXAZM8QJ3,2400,141.11,266.42,BKRQNHKS
INIFUPDP53AQ,1925,120.07,208.8,XOMETHSI
AR81BLBXOIK1,7499,410.14,732.92,YBYEDEMS
KMW2GBK79K84,3903,425.09,740.51,ZHFQYWFQ
QEZ3DA1LX9TV,1996,147.24,267.68,GXQJCXOG
Y66TFAZ7VRJO,3980,374.4,422.32,PNSBHHQC
QXBT0G100ZJX,1603,108.91,145.83,YBLQUPLJ
ID1DDPIHKZ78,4570,427.83,590.83,NLLSGGGT
X9IO2CD6UD7D,4348,450.02,670.08,MUEMWTNI
7AOLDE0W13LO,7649,316.63,403.7,DJQYZRPE
LIF9G1W4E0TP,2595,130.84,205.29,KAZNRHOQ
562QFWCNSA7E,4108,396.75,524.9,SFOXXTCL
IVB9ZFZ078LX,5534,383.54,441.84,BBQSKMFV
R3KE5Z0U14U0,7114,403.42,704.77,IERMSETS
OCRH8L3GB9EL,4372,464.12,655.8,XYNIWUEL
2ACYC6RQRVGR,4295,443.03,693.34,WWCZYPOB
ZOWA4IFOX40Y,5299,400.75,637.19,PNSBHHQC
PBAWPV0FKQEP,4518,411.49,695.83,XSKZJJQD
6UMCBAACTAEP,3749,347.53,440.67,BBQSKMFV
QVXPFOVBZ1RB,7092,336.27,479.86,WWCZYPOB
G0G43LWKKADW,1749,129.99,179,XSKZJJQD
EK4CPHXTYH3M,5695,394.09,538.33,QQCBOMWH
09FK6SFO1R5Z,215,10.84,19.26,PRLYBGUJ
4FIZ0KE7KDNU,6787,382.22,499.18,KXQSFXGU
ZUX2VTWEPQEQ,1587,135.08,183.3,FCPHOUWX
K8GMTL6YM8V1,5386,400.75,607.94,VPBYBMZO
S8BZ909MD94I,2783,105.8,116.49,XOMETHSI
J4XFMJDU9FD9,6597,371.8,425.34,IERMSETS
P5MFM1ONW6ZJ,7872,407.45,482.42,AJSDIZRT
E6YEM7MG294A,4671,425.09,570.05,JIJDDUGP
471MYWHA4IPV,2202,114.44,141.79,WVULNKET
6XMIJABJSO4E,5139,415.55,726.8,PHWMWYIY
US0PGLI02PCA,1706,133.37,244.2,PHWMWYIY
97ETP93VY737,4281,387.48,427.78,LNATWXJQ
LVYWCNT7LEJG,1125,106.58,180.97,NLLSGGGT
EMG1Y360B999,1067,41.84,71.67,WWCZYPOB
3PF3NQOU2RPD,6565,404.76,718.04,HTMEYJGD
YU8BN1VW6NFL,4763,427.83,698.65,EIQYQCNU
LRMO0KEHLVTH,4558,386.16,446.01,LCEICZHA
NQKJ3Y62T5N1,6513,402.08,574.57,DJQYZRPE
HTX92BTNFAKP,531,51.76,74.53,VKLEQAJE
KZBDE1TEHN8D,5326,418.27,710.22,XOMETHSI
888OWFSIWFBR,2930,146.36,218.22,NLLSGGGT
S0XJBPZPV9DH,6125,400.75,710.53,FCPHOUWX
SGWZ4NNYQ2F6,1907,134.22,242,QICGFEEE
MXC2YOZ6KZTR,4021,375.7,510.58,PRLYBGUJ
RSJI2FZY70UE,4359,476.96,877.61,XYNIWUEL
R9XA4GZMA8BY,203,13.37,21.73,MUEMWTNI
QUVOT30C9LWV,6419,441.64,639.05,KQVBXTHK
3IQ2L6X25QVR,2248,117.64,141.17,JIJDDUGP
UI3PPD48CQZ6,1887,120.07,169.06,XOMETHSI
DWUV2DA5OO5P,6087,367.93,438.2,XOMETHSI
5MYT8679T20W,7052,396.75,717.72,ATIYQLFO
76TGSJIJE065,712,45.59,55.03,KQVBXTHK
R1SVE9UKI709,1480,114.44,167.77,QQCBOMWH
DJYWSZERE03W,1743,129.16,165.32,QQCBOMWH
XQFF6H5WB2RY,1435,126.65,141.09,UFBNXRKI
TAZWRGP2TQH7,264,10.24,19.33,VKLEQAJE
9KMOYV6631IM,566,38.73,73.12,HTMEYJGD
MK6ZYFFH9935,145,5.52,10.27,BBOCISZO
MHV1J846KFSL,145,2.54,4.3,YBYEDEMS
8718HQR8KQX5,2249,131.68,157.23,HTMEYJGD
N7TYB9QBKSM1,1244,137.65,158.3,MUEMWTNI
DCW9PBQTDMHU,6120,347.53,574.81,YBYEDEMS
T0147EMGERLU,171,13.04,21.71,XDMCCJBD
ATZN15DXDUJ7,3881,395.42,488.74,XYNIWUEL
DBSMC3NSVKI4,7545,422.35,541.88,DIOODVJT
KWS6V2QEH3FS,1903,105.8,119.77,PNSBHHQC
21ERXNW4B2XA,4076,434.71,645.54,RFEYLOJW
UW816JE8IKA6,5644,434.71,649.46,VUSXKAXV
W5UV9NABDKWD,2569,124.99,151.86,DTDPPKQM
DLFNCPV9YBD4,2506,151.69,238.76,LNATWXJQ
CRTL0XDM2VG7,45,1.36,2.21,XSKZJJQD
JZQGEU11DYHS,4063,422.35,785.57,QQCBOMWH
GYYCCUEUK6S5,2700,112.85,212.72,AJSDIZRT
PJ6NKLDPJKO4,4584,436.09,679.43,ZTMTJEEV
JUPJ2A54G7B2,3957,433.33,738.39,CSHVWCVS
HGS397LUFWBL,4581,383.54,502.05,XDMCCJBD
JNEU0IPAZX2T,2436,149.91,220.67,ATIYQLFO
5J2ZLMZH9IF6,6574,481.27,759.44,LNATWXJQ
9H5MVVRMKDCP,2361,131.68,220.04,PHWMWYIY
PQ7046R405LC,6813,414.2,573.67,DTDPPKQM
KRT9ZNL7ZTOQ,3783,396.75,730.81,VKLEQAJE
B1WFR15I8NB8,6088,403.42,757.62,WVULNKET
44FIJP1UUOE3,7050,387.48,724.59,XDMCCJBD
OZDBU4OBPAZ4,2537,111.27,140.98,XSKZJJQD
MX7XBYA3M7LZ,4757,383.54,422.66,FCPHOUWX
46KPR4VRYI3J,1776,126.65,142.86,BBQSKMFV
8C4W22OBTH1X,2012,129.16,200.59,XSKZJJQD
KF4VNFPG6GFI,5652,392.76,665.73,RFEYLOJW
7NBS70EU83L8,250,15.06,24.8,BBQSKMFV
LG3PM8MY0QLL,3412,394.09,568.28,LNATWXJQ
06WQO14OJV1D,3413,422.35,644.93,VPBYBMZO
Y02U2K7WSA6F,6102,398.08,713.36,IAPTPXRG
FQXT9844L2MR,3006,360.22,444.87,VUSXKAXV
Y0O6I363USC7,2457,118.45,145.46,IAPTPXRG
UGDRBN0IAAHJ,3928,429.2,665.26,VKLEQAJE
2KS3O4M4TYA3,5729,431.95,535.62,IERMSETS
P4XGVLYV2GVI,4950,391.44,541.36,RFEYLOJW
IDO5FWV6G6VD,3387,403.42,499.84,KAZNRHOQ
HE9AKLV5UV17,941,33.28,55.08,KQVBXTHK
67YWDTL4XMXE,6706,396.75,537.2,AJSDIZRT
VFK75DZ9WBPY,6954,427.83,812.88,MUEMWTNI
MI1FS0JK96C2,5842,437.48,773.03,QJROTDDG
WY1L7BX8FYR3,5304,441.64,788.77,BKRQNHKS
YZSOSGSNW5G2,6164,416.91,553.24,WVULNKET
5GIXR2IZD0V3,5295,426.46,759.1,DJQYZRPE
T4ZHBHA7YFCY,259,14.03,16.51,IERMSETS
PJD4UYTKSAN7,1055,48.35,84.9,IOPFXRDQ
8FY9AZBBHYXT,3626,429.2,688.87,PHWMWYIY
Y0IEOXS56XLE,2952,108.91,205.4,YBYEDEMS
AIGB7DCKBQ70,1349,137.65,191.75,BBOCISZO
6WXMYZPD7L3W,3755,410.14,537.69,PNSBHHQC
CK06HQF8DB9K,6358,396.75,655.83,SFOXXTCL
TBA0K8QVRJBP,7367,378.3,592.8,NLLSGGGT
PSII950QDYGC,3489,406.1,634.73,DJQYZRPE
GZ1KBP64VZGQ,3835,427.83,743.57,ZHFQYWFQ
FECPW5HE8LCF,7083,433.33,793.86,DIOODVJT
BPMSZF24CFHL,6753,369.22,611.43,EIQYQCNU
QG5RRTO4HNZJ,1344,116.84,145.23,DTDPPKQM
V8LPIFNKQMWM,4433,364.07,471.47,JIJDDUGP
HZY3OHEEW1E7,7929,438.86,580.17,YBLQUPLJ
X972CLG3LGLJ,4241,375.7,577.08,LNATWXJQ
X7EV4SYKOQT7,6548,355.12,533.04,IAPTPXRG
8I6LK4CY5W5Y,4779,420.99,780.52,XSKZJJQD
47XDN0F7XIQ2,1518,130.84,220.6,IOPFXRDQ
W7ABHMQ8XYNA,2837,117.64,191.05,VUSXKAXV
1RU8YEIK3E39,1041,37.21,49.82,UFBNXRKI
FOAPMRW2GD9D,4273,378.3,666.56,DIOODVJT
B3PF9NV95DGB,4210,416.91,638.71,WWCZYPOB
OBK78RSQDQHJ,1229,121.7,151.03,XSKZJJQD
W7YDMXWG8TBW,2129,132.53,158.24,QJROTDDG
7TDHDHUBSX67,7759,434.71,705.97,XSKZJJQD
6OKMY3X3APIE,2718,108.13,149.44,PNSBHHQC
IMDZIWK0DCCF,4892,419.63,726.38,PHWMWYIY
PGXNWLQWCXBM,575,43.43,75.35,KAZNRHOQ
83J1CZ3N5QOO,4395,400.75,460.06,NLLSGGGT
0NOC6IP1PLV3,1911,145.48,248.33,WVULNKET
J7H2BOSE8KID,2743,114.44,149.8,HTMEYJGD
20LOV5WMHJHO,5365,367.93,521.72,VPBYBMZO
ZK611FMS5S3L,4453,450.02,551.27,NLLSGGGT
JOS8JWDBIBLL,6830,391.44,599.29,WWCZYPOB
2FHXF0346GX1,6842,380.92,594.62,BBOCISZO
9LGU8AMWV4ZQ,5567,433.33,726.26,AUTOSHQL
EBH0Y3K9ZCSL,3644,433.33,802.09,QQCBOMWH
RIT45H5B7Q21,4192,398.08,682.31,DIOODVJT
FCMB9OYQW2HW,436,41.31,54.07,RFEYLOJW
5L81UELKDK1B,2095,109.69,155.98,LCEICZHA
7BTH6Q7M75OH,1827,113.64,164.21,VPBYBMZO
QP4IPG5FN00C,5454,485.6,591.46,IOPFXRDQ
S28CTR46S4WJ,4193,441.64,526.88,QICGFEEE
O4CVPRKLREA4,3003,474.09,781.3,QJROTDDG
4ONUNO7EOSFS,5312,365.35,524.28,DIOODVJT
ISKTU1859Z9X,4744,387.48,540.92,UFBNXRKI
UOH3ASS1IID2,2323,137.65,223.54,FCPHOUWX
PUPCOS9VWVN0,7763,406.1,447.52,EIQYQCNU
053VRBYQ4U3W,3429,451.42,518.68,YBLQUPLJ
L1P21Z22U35L,1699,133.37,156.31,WWCZYPOB
L9IQHDG2FY5T,3813,438.86,524,XYNIWUEL
UGGRMEWXYUBJ,796,34.73,63.1,XOMETHSI
HP3E887L7XA7,7595,342.51,484.65,UFBNXRKI
F81JA9AXTTDY,7262,511.91,966.49,ATIYQLFO
